prompt,title,essay,competence,score
45,Desigualdade de renda a fonte dos abusos de autoridades no Brasil,"['No dia 15 de Novembro de 1889 foi aclamada no Brasil a República, estabelecida através de um golpe político-militar, no qual contou com a participação do exército e dos grandes proprietários de terra, para pr fim ao regime monárquico. Nesse contexto, inicia-se um novo período na história do país marcada pela opressão ao povo e concentração de poder sobre posse da elite agrária e militar. Incontestavelmente, tal referência,\xa0 exemplifica que o abuso de autoridade no país está relacionado tanto à falsa concepção de república baseada na desigualdade de renda, quanto à concessão de privilégios a um determinado grupo.', ""Em primeiro plano, é imperioso ressaltar sobre a verdadeira concepção de república, cuja palavra é derivada do latim '' re publica'' que significa ''coisa de todos '', por certo é de interesse de todos os cidadãos . De acordo com o escritor italiano Vittorio de Alferi existe uma classe de pessoas que atribui-se o mérito de ser ilustre, porém, deve ser considerada com um dos maiores obstáculos vida livre e um dos mais ferozes pilares da tirania. Similarmente, no cenário hodierno brasileiro existe um certo contingente composto por diplomados, políticos e autoridades policiais que usufruem do seu status social para se beneficiarem, na maioria das vezes se jugam até superiores que seus compatriotas, pelo fato de possuir um cargo público ou até mesmo condições financeiras superiores .Dessa forma, é notório a existência da violação da dignidade humana."", 'Outro fator diz respeito à concessões de privilégios por parte do Estado um grupo determinado grupo. A título de exemplo, vale ressaltar que um dos motores para o comportamento abusivo de autoridades no Brasil, provém do sentimento de impunidade, uma vez que são defendidos pela própria Lei, que faz distinção entre preso especial e comum. Segundo,\xa0 o artigo 295 do Código de processo Penal, são considerados presos especiais os ministros de Estado, interventores de Estado, diplomados entre outros. Sendo assim, é imprescindível uma intervenção Estatal, uma vez que o princípio da isonomia prevista na Constituição Federal está sendo transgredida.', 'Portanto, é de responsabilidade do Poder Legislativo elaborar um Projeto de Lei, que vise extinguir a ""prisão especial"", cujo o propósito é promover o tratamento igualitário a todos os presos no Brasil, exceto no caso de autoridades policiais, que deverão permanecer detidos em quartéis. Paralelamente, cabe ao Judiciário fiscalizar o cumprimento das leis vigentes acerca dos crimes de abuso de autoridade. Isso deve ser feito, para que seja restabelecida isonomia entre todos os cidadãos.Por fim será possível a redução das desigualdades e assim concretizar- se - ão os objetivos da Constituição Federal, que é construir uma sociedade justa, livre e igualitária.']","[160, 120, 120, 160, 80]",640
47,Aprender é um direito de todos,"['Umas das consequências que a pandemia\xa0\xa0coronavírus trouxe para o Brasil é a educação a distância .\xa0 Medida necessária para que os jovens dem continuidade aos seus estudos em casa. Porém, existem algumas dificuldades enfrentadas por esse sistema no país. Dentre as quas pode-se citar: studantes com difculdades para acessar os recursos e a preconceituosa percepção social . Por isso, convém analisarmos com detalhes essas adversidades.', 'Segundo a presidente do sindicato dos professores do Ensino Oficial do Estado de São Paulo.\xa0 De 3,7 milhões de alunos, somente 1,5 milhões conseguem acessar as aulas . Isso porque muitos deles passam necessidades, não conseguindo adquirir um computador, celular ou até mesmo serviço de internet em sua residncia. Expondo ainda mais as desigualdalta\xa0causadas por falta de recursos financeiros. Devido a esse índice elevado a educação de muitos fica comprometida.', 'Além disso, algumas pessoas acreditam que somente as aulas presenciais oferecem resultados eficazes e que as virtuais não propocionam o conhecimento necessário aos estudantes. Uma avaliação totalmente equivocada, pois mesmo que os educadores precisem ser competentes. A vontade de aprender e estudar vem do própio aluno e de seu esforço. Não importa se a aula é presencial ou online.', 'Portanto, quanto a má precepção social é preciso que as pessoas se atentem a qualidade das aulas onlines.\xa0 E que se preocupem em ajudar seus filhos a compreenderem a matéria. E para resolver a problemática dos alunos não conseguirem acessar os recursos virtuais. Faz-se necessário que o ministro da educação forneça outros meios educativos como jornais, revistas, livros. E que esses recursos sejam entregues em bairros com precariedade de recursos virtuais. Para que todos os jovens possam ter a oportunidade de aprender. Que é um direito de todos.']","[120, 160, 120, 160, 160]",720
74,,"['Umas das causass que mais tm se visto é machismo que leva um morte de uma mulher , pode ser trmino de relacionamento ou não, ciúmes, possesividade, achar que dona dela que essa não tem vida so que eles querem um outro ponto a ser levado em consideração équanto j\xa0foi sofrido antes do crime acontecer, será ja tentaram ajuda para se livrar,leis que podiam ajudar mas nem sempre tem sua eficaz quando precisa-se como\xa0 Lei Maria da Penha, tem como ajudar para manter longe esse agressor nem sempre é suficiente é que vemos muito nojornal hoje mais caso de feminicidio,amanha e depois.', 'Uma campanha s\xa0do governo tambm não é suficiente para alerta mulheres que vm pasando por violncia\xa0 para que essas não sejam mortas como outras tantas tem vir acompanhada de tratamento psicolgicos acompanhado de assistncia para saibam\xa0que não estão sozinha é todas possam ser ajudadas antes mais mortes aconteçam.']","[120, 0, 0, 40, 40]",200
70,,"['A atual onstituição ederal de 1988 assegura o acesso \xa0saúde como direito inalienável de todo cidadão brasileiro. Porém, tal condição democrática não anula os empecilhos da situação que o Brasil se encontra diante do aumento das DST´S- oenças exualmente ransmissíveis-. Nesse contexto, vale destacar dois pilares fundamentais para dirimir a alta incidências dessas moléstias, a educação e a mídia, as quais estão, na atualidade, pouco relacionadas a essa função.', 'Em primeira instância, cabe pontuar que a educação como alicerce de uma sociedade, deve alcançar um fim social, pois, do contrário, se torna fútil, como já dizia o escritor Gilberto Freyre. No entanto, o que se percebe na contemporaneidade é que a educação não está atendendo essa função, a qual teria um impacto positivo no campo da saúde, já que consistiria na conscientização dos jovens sobre doenças sexuais. Isso é perceptível no aumento da taxa de infectados entre jovens de 15 e 19 anos de idade que passou de 2,4 para 6,9 mil habitantes em 9 anos, segundo órgãos do Ministério da Saúde. Sendo assim, isso só evidencia a pouca atuação que a educação está tendo na tentativa de erradicar essas doenças entre o público jovem.', 'Ademais, uma outra ferramenta bastante eficaz para combater tais doenças é o recurso midiático, uma vez que ela proporciona rapidez na propagação de informações e alto alcance de público. Entretanto, percebe-se uma escassa atenção da mídia frente a essa questão, pouco se discute os efeitos da alta incidência dessas doenças e, dessa forma, a população fica à mercê dos equívocos acerca dos métodos de prevenção. Dessa forma, faz-se necessári\xa0uma presença maior do quarto setor no combate às DST´s.', 'Destarte, segundo o físico Isaac Newton, todo corpo tende a permanecer inerte até que uma força atue sobre ele. Sob essa ótica, medidas enérgicas são necessárias para tirar o atual cenário da inércia. É imprescindível que o governo federal\xa0 em parceria com o Ministério da Educação\xa0promova políticas públicas voltadas a promoção de palestras e dinâmicas acerca das doenças sexuais nas escolas, a fim de orientar os jovens sobre como se prevenir e lidar com elas. A mídia, por sua vez, como principal veículo de informação junto aos governantes deve propagar campanhas publicitárias sobre as formas de proteção e alertar os jovens sobre suas consequências de forma a torná-los mais conscientes e responsáveis. Feito isso, poder-se-á afirmar que o país oferece mecanismos exitosos para o combate dessas doenças.']","[160, 160, 120, 160, 160]",760
73,Caminhos para superar os desafios encontrados pelos negros atualmente,"['Há um questionamento em relação aos caminhos para superar os desafios encontrados pelos negros atualmente. É comum que se note a presença de discriminações em relação a essa população, mas como evitá-las?', 'O surgimento das cotas raciais foi uma medida adotada pelo governo para tentar dar as mesmas condições para negros que quisessem ingressar no ensino superior mas essa medida acabou trazendo mais discriminações , do ponto de vista de alguns, tornando-os como se fossem diferentes da maioria pela sua cor.', 'Medidas de incentivo a igualdade são aceitas, desde que não acabem afastando ainda mais essa igualdade como no caso das cotas raciais. Trabalhos que não adotem critérios de contratação abusivos, que deem o direito ao negro de denunciar qualquer discriminação no ambiente de trabalho, que demonstrem preocupação em manter igualdade entre seus funcionários e punindo os que adotem comportamentos excludentes são de grande importância.', 'Programas de incentivo: atividades, palestras em apoio a essas pessoas, benefícios justos, dar conhecimento a essas pessoas de seus direitos. Leis mais rígidas podem ser adotadas, apesar de termos na Constituição Federal de 1988, um artigo relacionado ao racismo como crime inafiançável e imprescritível de graça ou anistia, é necessário que criem programas de educação para pessoas que cometem esses crimes. Pessoas\xa0 deveriam acompanhar como se desenvolve um dia na vida de um negro para aprender qual a realidade que enfrentam e assim ajudá-los.', 'Não são fáceis os caminhos encontrados pelos negros para superarem seus desafios\xa0 mas com o auxílio da sociedade e do governo promovendo ações positivas para essa população, esses desafios podem sim ser superados.']","[120, 120, 120, 120, 80]",560
48,Saúde democratizada,"['Excesso de burocracia, falta de infraestrutura, poucos profissionais. Entre os vários desafios enfrentados pelo Sistema Único de Saúde (SUS) figura a carência de gestão, o que corrobora para a perda de qualidade de serviço desse órgão público. Apesar dos desafios, esse sistema representa um papel de suma importância na sociedade brasileira. Nesse sentido, convém analisar seus aspectos negativos e positivos.', 'Em primeira instância, cabe ressaltar que em razão do pouco investimento prestado pelo governo a qualidade desse serviço público é comprometida . Segundo Humberto Costa, médico e ex-ministro da saúde, em 2020, diante dos casos alarmantes de Covid-19 no Brasil, o governo bloqueou 10 milhões de reais que seriam destinados ao SUS. Como consequência, faltam leitos, remédios, materiais básicos para segurança dos profissionais e equipamentos como respiradores. Infelizmente, devido a isso, milhares de vidas são perdidas diariamente, por falta de assistência.', 'Por outro lado, esse serviço de saúde pública é essencial no tecido social. Segundo o Instituto Brasileiro de Geografia e Estatística (IBGE), aproximadamente 77% da população brasileira depende, exclusivamente, do SUS. Com isso, percebe-se que a Universalização da saúde é o principal aspecto positivo desse serviço, que mesmo sendo falho, ainda beneficia muitas pessoas, haja vista que, além de financiar consultas e cirurgias grátis, ainda doa remédios para a população.', 'Destarte, para que a população possa usufruir de melhor assistência no sistema, é necessário que o governo financie equipamentos essenciais nos hospitais públicos, por meio do aumento de verbas destinadas ao SUS. Espera-se com isso, que todos os cidadãos brasileiros tenham acesso a um serviço público de saúde qualificada.']","[160, 160, 120, 200, 160]",800
84,"Mais segurança, menos armamento","['Ao presenciar tamanha incapacidade dos países\xa0diante de tantos atos terroristas no mundo, reforça-se a necessidade de endurecer o acesso às armas de fogo no Brasil e, ao mesmo tempo, fortalecer o sistema\xa0\xa0de segurança vigente.', 'Se os países desenvolvidos - mais bem estruturados e preparados -\xa0não têm conseguido lidar com o controle de armas em seus territórios, aqui ficaria ainda mais difícil tal gerenciamento, porquanto o Brasil possui diversos problemas para resolver e esse seria mais um empecílio para seu desenvolvimento.', 'Assim, a nação\xa0não precisa rever o Estatuto do Desarmamento, como alguns o querem, a necessidade é de que se melhorem as táticas e organizações do sistema de segurança, uma vez que a população se sente insegura e acaba por escolher opções ruins, como a justiça com as próprias mãos.', 'Ademias , presencia-se,\xa0através\xa0dos meios de comunicação, a falta de paciência dos cidadãos mediante ao caos que a sociedade brasileira vive, demosntrando que ela não está preparada para se armar, pois\xa0são brigas de trânsitos, discusões por filas, inimizades entre vizinhos, agressões grátis por meras palavras desagradáveis\xa0etc.', 'Ainda, tem-se\xa0a possibilidade de tais armas, transitando dentro da legalidade, serem desviadas para outras finalidades como roubos, tráfico\xa0de drogas e homicídios, porque o cidadão não estará livre de assaltos e nem todos terão boas intensões ao adquirir uma licença pelos meios lícitos.', 'Por outo lado, o país deve investir em políticas de paz, melhorando o bem estar da comunidade e punindo com rigor e eficiência os que atrapalham o bom andamento da vida em sociedade. As políticas de segunrança devem ser reavaliadas e melhoradas, fazendo com que os cidadãos possam sentir-se seguros e tranquilos.', 'Nesse sentido, a educação deve vir como prioridade e como forma de prevenção de iminentes\xa0criminosos, demonstrando os caminhos justos, legais e humanos desde os primeiros anos de vida, a fim de que no futuro tudo possa ocorrer conforme\xa0o planejado.', 'Com isso, conclui-se que o país precisa sim melhorar sua segurança, e não possibilitar o aumento de armas em posse dos cidadãos.']","[160, 200, 200, 200, 200]",960
80,Quanto mais negro?,"['A ministra  da Igualdade Racial afirmou: - Quanto mais se nega a existência do racismo no Brasil, mais esse racismo se propaga. Todos os veículos de comunicação com regularidade publicam matérias sobre o negro no Brasil, mas sua grande maioria informa o lado negativo: o negro ladrão, pobre e analfabeto. Apenas ações isoladas de promoção ao negro não bastam  é preciso tornar comum o negro em todo e qualquer veículo de comunicação.', 'Recentemente o filho da funkeira Tati Quebra Barraco foi morto em uma ação policial contra traficantes em um dos morros do Rio de Janeiro. A cantora emocionada por conta do luto disse: “ A PM tirou meu filho”. Ela também foi alvo de injúria racial pela internet. Os casos negativos são regulares na Tv e, onde \xa0aparecem as coisas como arranjou um bom emprego e conseguiu boas conquistas? Para melhorar a estima do negro  as mídias devem publicar mais notícias positivas sobre o negro.', 'No Brasil há uma escala racista: quanto mais branco, menos perseguição para o negro. A tonalidade da cor de pele é decisivo \xa0para o sucesso de quase-branco. A jornalista Maria Julia (Maju) disse: estou cursando mestrado em filosofia política; um colega disse: se fosse loira seria um fenômeno. Nas entrelinhas: pinte o cabelo que seu sucesso aumenta. Devemos nos conscientizar que até nas brincadeiras há o preconceito.', 'Estabelecendo uma ligação entre a Ministra da Igualdade Racial e as mídias: impressas, digitais e televisivas para estimular as notícias positivas sobre o negro, notícias trágicas devem ter a apresentação que merecem. A união do ministério com as mídias na promoção da educação e combate ao racismo, \xa0vão \xa0\xa0ensinar o respeito e conscientizar sobre brincadeiras do negro para eliminar atos racistas.']","[120, 120, 120, 120, 120]",600
84,Porte de armas em questão liberal.*,"['Numa sociedade onde a discriminação é contundente e a salvaguarda\xa0é ineficaz, a liberação do porte de armas para a população é assinar contrato de óbito. O Brasil ocupa um lugar\xa0significativo no ranking de causas de homicídios causados por disparos de armas de fogo. A liberação deste tipo de armas pode até ser eficaz em países desenvolvidos, onde a proteção\xa0é uma prioridade civil. No entanto, o Brasil é um país em que a violência tem uma certa preponderância e o medo cerca a população, nesse caso, é necessária investimentos quantitativos\xa0na segurança, para que, deste modo, permita uma redução da violência, reduzindo, contanto o número de armas nas mãos da população, precisamente nas mãos de criminosos.', 'A assinatura que sancionou a lei de política de desarmamento em 2003, com leis mais rígidas e de restrições para portes de armas, fez com que o número de homícidios por causas de disparos caísse, em contraste com a ininterrupção do número\xa0de\xa0mortes,\xa0que\xa0só\xa0aumentava.\xa0Revogar essa política, é caminhar para um retrocesso evidente.', 'Devemos restringir o uso de armas pela polulação e não oferecer à elas um instrumento que possa matar e alargar a violência e a insegurança.', 'Atualemente no país, o número de armas ilegais no mercado supera o de armas legais registradas, assim,\xa0podemos concluir que o uso desse tipo de material está sendo delimitado ao crime, portanto, precisamos abater esse porte na mão de criminosos, assim como moderar o uso legal com leis rigorosas.', 'Mesmo que o novo projeto se intencione, de modo a proteger a sociedade civil, compromete a segurança pública, por isso deve-se manter a política de desarmamento, tal como ampliar e melhorar , assim como, o governo por meio do Ministério da Justiça e Cidadania (deve) investir na proteção pública, empregando profissionais qualificados e reajustando os salários dos funcionários públicos que trabalham diretamente na preservação do povo, direcionando capital para a polícia investigativa, para que esta, possa por intermédio tecnológico impedir o tráfico de armas, conduzindo o resguardo das mesmas.']","[120, 160, 160, 160, 200]",800
48,A importância do SUS na garantia do direito social à saúde,"['A onstituição brasileira institui a saúde como um direito social, sendo dever do estado provê-lo, o SUS (Sistema único de saúde) é o organismo de saúde pública do Brasil .\xa0Esse sistema iniciado a pouco mais de 30 anos no país democratiza o acesso à saúde para toda a população brasileira, independente da renda, raça ou credo. Sendo assim, o SUS é uma importante conquista do povo brasileiro e necessita ser constantemente otimizado para atender melhor a população.', 'Inicialmente, cabe ressaltar que o Brasil é o único país do mundo com um sistema de saúde pública disponível a mais de 200 milhões de pessoas. Por meio do SUS a população brasileira tem acesso gratuito a consultas médicas, medicamentos, cirurgias e vacinas. Aproximadamente 75% da população brasileira depende desse sistema, ou seja, sem ele mais da metade da população possivelmente não teria acesso à práticas básicas de manutenção da saúde. Desse modo, o SUS é um aliado fundamental para o controle de doenças e o aumento da expectativa de vida principalmente para os brasileiros de baixa renda.', 'Um segundo aspecto a ser ressaltado, é quanto a eficiência do SUS em suprir as demandas da população brasileira . Apesar do sucesso em unificar o acesso à saúde para a população existem pendências\xa0\xa0desse sistema assistidas em todo o país. A falta de profissionais e medicamentos, ou ainda consultas e cirurgias demasiadamente demoradas são uma realidade vivenciada por seus usuários. Um sistema complexo e de tamanha importância como esse, necessita que os seus recursos sejam administrados de maneira eficiente de modo a extinguir toda a corrupção existente e garantir que as suas necessidades básicas sejam atendidas.', 'Dessa forma, a fim de garantir de modo eficaz o direito social da saúde a todos faz-se necessária a busca pelo aprimoramento do SUS. A sua gestão eficiente pelas autoridades políticas e órgãos de administração é fundamental, sendo primordial o controle da integridade dos recursos destinados à saúde para não faltar itens básicos aos atendentes e pacientes, a adoção de medidas de incentivos aos profissionais da saúde em regiões menos visadas e programas de melhor estruturação da manutenção preventiva das instalações prediais e dos equipamentos médicos são ações que podem fortalecer o sistema de saúde público brasileiro.']","[160, 160, 160, 200, 160]",840
43,REDES SOCIAIS E A CULTURA DO CANCELAMENTO,"['Em “O Auto da Barca do Inferno”, Gil Vicente, o pai do teatro português, tece uma crítica ao comportamento vicioso no século XVI. Fora da ficção, o Brasil do século XXI demonstra as mesmas conotações no que se refere a cultura do cancelamento, diretamente relacionada com as redes sociais e a ética. Nesse contexto, o tema é um desafio no Brasil, e persiste devido,\xa0\xa0não somente ao individualismo nos discursos de ódio, mas também a questões socioculturais.', 'Em primeira análise, o individualismo mostra-se como um dos desafios à resolução do problema. Na obra ""Modernidade Líquida"", Zygmunt Bauman defende que a pós-modernidade é vigorosamente influenciada pelo egoísmo. A tese do sociólogo pode ser observada de maneira específica na realidade brasileira, no que tange a cultura do cancelamento . Essa liquidez que influi sobre a questão das redes sociais funciona como um forte empecilho para sua resolução.', 'Além disso, outra dificuldade enfrentada é a questão da lenta mudança na mentalidade social. Conforme Durkheim, o fato social é a maneira coletiva de pensar. Sob essa lógica, é possível notar que a questão da cultura do cancelamento é fortemente influenciada pelo pensamento coletivo, uma vez que, se as pessoas crescem inseridas em um contexto social intolerante, a tendência é adotar esse comportamento também, o que torna sua solução ainda mais complexa.', 'Com isso, torna-se necessária uma intervenção pontual no problema. Então, é preciso que o Ministério da Educação , em parceria com o Conselho Federal de Psicologia do Brasil e as prefeituras, desenvolva ""workshops"" e oficinas educativas em escolas, sobre a importância da empatia para o enfrentamento de problemas sociais e para o equilíbrio da sociedade. Além disso, podem ser disponibilizadas atividades práticas, como dinâmicas, dramatizações e jogos, a fim de tratar o tema de forma lúdica, para que a empatia seja uma prática presente nas redes sociais. Por fim, é preciso que a comunidade brasileira olhe para a problemática com mais empatia, pois, como descreveu o poeta Leminski: ""Em mim, eu vejo o outro"".']","[200, 200, 120, 200, 200]",920
82,,"['A automedicação é o uso de medicamentos baseado em pesquisas do próprio doente em sites ou com amigos e parentes que já passaram por situações semelhantes. Este problema de saúde pública tem sido discutido se realmente precisa ser evitado \xa0uma vez que o sistema de saúde brasileiro está sobrecarregado. O uso de qualquer droga sem orientação de um profissional de saúde é perigoso e precisa ser evitado, mesmo com um sitema \xa0de saúde deficiente.', 'Debate-se se um certo nível de automedicação seria desejável, pois contribuiria para reduzir a utilização desnecessária de serviços de saúde. Afinal, dos 160 milhões de brasileiros, 120 não têm convênios para assistência à saúde, segundo a ANS. Porém \xa0a intoxicação por medicamentos ocupa o primeiro lugar dentre \xa0as causas de intoxicação registradas em todo o país, à frente dos produtos de limpeza, dos agrotóxicos e dos alimentos estragados. Isso sugere que os riscos superam os benefícios.', 'A propaganda muitas vezes induz e incentiva o consumo de determinado medicamento que nem sempre é o indicado para aquela necessidade. A mídia televisiva e vários outros meios de comunicação e propaganda \xa0como o rádio ou ""outdoors"" \xa0insistem com seus apelos a estimular a todos a adotar tal postura, inserindo no final da propaganda a sua tradicional frase\xa0""persistindo os sintomas um médico deve ser consultado"", como se isso os isentasse de toda e qualquer responsabilidade.', 'Precisamos é de mais educação em saúde de todas as formas. Mais que em escolas \xa0as mídias precisam ofertar informações isentas de interesses financeiros. Sabermos que nem tudo precisa de medicamento. Bons e saudáveis hábitos de vida resolvem e previnem muitos males. Os profissionais de saúde precisam ser fiscalizados com rigor para o benefício da população assistida. \xa0Função esta  \xa0dos conselho de classe \xa0que também poderiam \xa0divulgar as informações \xa0estimulando a participação da sociedade na fiscalização.']","[160, 160, 160, 160, 160]",800
49,Os dois lados de ser um  influenciador  digital,"['Na série norte americana, Icarly, discorre\xa0 sobre três amigos que resolvem criar um webshow com conteúdo cômico, tornando-se grandes influenciadores midiáticos. Fora da ficção, no cenário brasileiro atual, é comum pessoas se tornarem influenciadores digitais devido a oportunidade de mudar de vida através de seguidores e patrocínios, sendo também uma má forma de influenciar pessoas através de atitudes e comportamentos contrários ao que propagam.', 'Em primeiro plano, vê-se que, quem gera conteúdo online tem uma boa oportunidade de chegar a um maior número de pessoas. Segundo um estudo feito pela Qualibest, os influenciadores e micro influenciadores digitais são seguidos por 71% dos brasileiros. Assim, esses produtores de conteúdo devem usar esse alcance com muita responsabilidade para transmitirem informações relevantes, pois são formadores de opinião e os seguidores realmente consideram o que escutam de um influencer.', 'Além do mais, cabe ressaltar que os seguidores podem ser influenciados negativamente através de comportamentos. Como ocorreu como o caso da blogueira fitness, Gabriela Pugliesi, que gravou stories de uma festa em sua casa, (em pleno uma pandemia de COVID-19) publicada em sua conta no Instagram. Tal manobra de “marketing” acaba transmitindo a mensagem de que após está “curada” do vírus está condicionada ao fato de poder reunir os amigos e de interromper a quarentena.', 'É necessário, portanto, desenvolver medidas que ajam sobre o problema de forma consciente e eficaz. Tais ações devem ocorrer nas redes sociais e e propagandas televisivas,\xa0 por meio da produção de vídeos que alertem sobre as reais condições da questão ressaltando\xa0 a importância de filtrar o conteúdo consumido por influenciadores digitais e conscientizar os digitais influencer que uma grande parcela da sociedade brasileira se importam com suas opiniões . Como criar uma ""hashtag"" a fim de conscientizar a população sobre as consequências que uma má influência midiática dão de um determinado assunto.']","[160, 160, 120, 160, 120]",720
54,A Proeminência do uso das vacinas,"['No filme Maze Runner: A Cura Mortal, os protagonistas iniciam uma \xa0\xa0para encontrar a um agente que age contra uma determinada doença que pode ceifar a vida de quem não adquirir esse artifício . A trama do filme explana que a vacinação para combater doenças é demasiadamente vital para a sobrevivência do indivíduo, e é dessa forma que é possível fazer uma analogia com a realidade vivida nos tempos contemporâneos, expondo a importância das vacinas.', 'Muitas doenças foram erradicadas ao longo da história, um exemplo é o sarampo que na maioria dos países é inexistente, esse fato se dá pela evolução da medicina, onde muitos cientistas desenvolveram métodos para combater tais imbróglios, que são as vacinas. Com o decorrer do tempo, as vacinas foram se mostrando eficientes e por consequência disso, auxiliando na vida saudável e na longevidade da sociedade como um todo. Do recém nascido ao idoso,\xa0 é indubitável seguir a risca todo o processo de vacinação que é imposto pelo sistema de saúde, dessa forma corroborando para que as enfermidades não o prejudiquem.', 'Em contrapartida, deve existir todo um aparato para que as vacinações exerçam suas funções de maneira correta e ordenada e assim se tornar eficazes. Não são todos os países que possuem condições econômicas e tecnológicas de fazer o uso desses métodos, isso acarreta em novos surtos de doenças que, em outros lugares já foram exterminadas, exemplo disso foi o retorno do sarampo no Brasil, em meados de 2018,, causando exacerbadas adversidades no país e consequentemente levando pessoas a morte. Um grande alvoroço se alastrou pelo território brasileiro, fazendo com que a população ficasse temerosa e em virtude disso, procurar as devidas precauções para evitar o sarampo.', 'Tendo em vista os fatos apresentados\xa0cabe ao Ministério da Saúde por meio de palestras em escolas e locais públicos, conscientizar e aconselhar a comunidade a procurar unidades básicas de saúde ou instituições privadas para receberem as vacinas e dessa forma, evitando a contração de vírus e doenças que os prejudiquem.']","[120, 120, 120, 120, 80]",560
80,,"['Há algumas décadas, o cientista Albert Einstein afirmou que vivia em uma triste época, em que era mais fácil desintegrar um átomo do que um preconceito. Atualmente, com tantos casos de racismo noticiados pela mídia, percebe-se a persistência desse problema no Brasil.', 'O racismo pode acontecer nos mais diversos lugares, como nas escolas, no trabalho e nas redes sociais. Manifesta-se por meio de difamações, de segregação e até por atos violentos que atentem à \xa0integridade física. Prova disso é o fato da \xa0imprensa constantemente relatar casos como o da atriz Taís Araújo e o da jornalista Maria Júlia, alvos de comentários racistas nas redes sociais.', 'O Estado brasileiro possui diversas leis para coibir a discriminação racial.  Contudo, essas regras não têm sido muito eficazes, pois o infrator pode encontrar formas de fugir da legislação e não ser punido. É necessário criar medidas de prevenção desse \xa0problema.', 'Para isso, no meio escolar \xa0\xa0a convivência de crianças de diferentes raças e etnias deve ser estimulada e faz-se mister a promoção de palestras e campanhas de conscientização em todos os níveis de ensino, inclusive apresentando a importância do negro na sociedade e o seu legado cultural. Ademais, o Estado pode incentivar a indústria televisiva e cinematográfica a tratar esse tema, visando à reflexão dos espectadores. Dessa maneira, o filme “O sol é para todos” foi \xa0\xa0um exemplo bem-sucedido, pois recebeu muitas premiações, como a do Oscar de melhor filme, por expor as mazelas da segregação racial de uma pequena cidade norte-americana.', 'Portanto, para se combater o racismo, não basta apenas legislar, mas principalmente civilizar a população com ações educativas nas mais diversas áreas, como a acadêmica e a de comunicação. Assim, esse problema será prevenido ao invés de  somente corrigido, promovendo uma sociedade com menos preconceito e mais respeito.']","[160, 120, 120, 160, 160]",720
56,Crise no Sistema carcerário do Brasil,"['É possível afirmar que a situação carcerária no Brasil enfrenta uma grave crise. Isso se evidência não só pelas rebeliões nos presídios\xa0 muitas vezes com mortes amplamente divulgadas pela mídia, como também pelo número de fugas e aumento da reincidência de ex-detentos ao mundo do crime.', 'Primeiramente, podemos destacar que as rebeliões e mortes nos presídios e instituições para menores infratores se dá na maioria das vezes devido à superlotação e as condições insalubres desses espaços. Segundo, o portal de notícias G1 a superlotação e as condições precárias nos presídios do país tm favorecido que facções criminosas recrutem cada vez mais presos aumentando a violência dentro desses ambientes, o que favorece as rebeliões e as mortes nesses locais;\xa0lém disso, muitas vezes os indivíduos não têm onde dormir e quando tem está infestado de insetos e roedores. Tal realidade é, portanto, inadmissível, visto que o país tem em sua Carta Magna\xa0 a igualdade de direitos, e ainda assim o Estado não vem sendo capaz de garantir aos detentos esses direitos com condições mínimas de saúde e bem estar.', 'Somando-se a isso, tais condições degradantes acabam por propiciar tanto as fugas nos indultos\xa0\xa0quanto a reincidência pós-cumprimento de pena ao mundo do crime. Em parte isso ocorre devido à falta de políticas públicas que reintroduzam o ex-detento ao mercado de trabalho e ao convívio em sociedade, o que o tiraria da criminalidade. De acordo com publicação do G1, o preconceito e a baixa escolaridade dificultam que indivíduos que deixaram o sistema prisional sejam introduzidos no mercado de trabalho, deixando-os margem da sociedade e propensos regressar a vida de crime. É inaceitável que o Governo Federal não dê suporte e amparo ao ex-detento, com adoção de medidas públicas que não visam apenas à reinserção deles ao convívio em sociedade, mas também favoreceriam a diminuição da violência em todo o país.', 'Dessa forma, o sistema prisional brasileiro mostra-se caótico\xa0 e para reverter o cenário da atual situação carcerária do Brasil, é necessário que o Governo tome medidas urgentes. Assim, o Ministério da Justiça e Segurança Pública,\xa0 deve promover uma melhora na condição de vida do preso por meio da redução do número de presos por cela, com adoção de uma infraestrutura prisional melhorada de modo que permita ao detento trabalhar e estudar durante o cumprimento de sua pena, contribuindo para que ao sair da cadeia ele possa encontrar uma menor resistência a sua contratação. Espera-se, com isso, promover uma melhora na condição de vida prisional e reverter tanto o número de rebeliões e mortes quanto o número de evasões e regressão a criminalidade.']","[120, 160, 120, 160, 120]",680
